referrer,views_total,views_unique
Google,187,41
schorschinho.github.io,37,14
forum.mrshub.org,25,5
Bing,17,6
chatgpt.com,7,3
github.com,7,3
DuckDuckGo,5,1
Yahoo,3,1
nitrc.org,2,2
mrshub.netlify.app,1,1
