referrer,views_total,views_unique
Google,97,29
github.com,68,9
forum.mrshub.org,54,11
schorschinho.github.io,43,17
Bing,16,2
chatgpt.com,13,5
mrshub.org,10,5
search.brave.com,10,3
yandex.ru,9,3
copilot.microsoft.com,4,1
