referrer,views_total,views_unique
Google,230,60
schorschinho.github.io,76,23
forum.mrshub.org,63,25
github.com,55,13
nitrc.org,8,3
Bing,7,3
mrshub.org,2,2
se.search.yahoo.com,2,2
epfl.ch,2,1
ecosia.org,2,1
