referrer,views_total,views_unique
schorschinho.github.io,133,10
Google,91,35
forum.mrshub.org,18,5
github.com,15,7
mrshub.org,7,3
osprey-bids.readthedocs.io,7,1
chatgpt.com,4,4
Bing,3,3
gabamrs.com,3,3
Baidu,2,1
