referrer,views_total,views_unique
Google,193,62
forum.mrshub.org,83,13
schorschinho.github.io,74,23
github.com,23,7
mrshub.org,18,7
chatgpt.com,14,4
Bing,4,3
todo.scott5.org,4,2
statics.teams.cdn.office.net,3,2
DuckDuckGo,3,1
