referrer,views_total,views_unique
Google,98,29
github.com,69,10
forum.mrshub.org,54,11
schorschinho.github.io,43,17
Bing,18,3
chatgpt.com,13,5
search.brave.com,10,3
mrshub.org,9,4
yandex.ru,9,3
copilot.microsoft.com,4,1
