referrer,views_total,views_unique
Google,217,61
schorschinho.github.io,92,24
forum.mrshub.org,65,15
github.com,37,9
mrshub.org,13,7
cn.bing.com,12,3
mail.google.com,12,1
todo.scott5.org,4,2
Bing,3,3
chatgpt.com,3,2
