referrer,views_total,views_unique
Google,120,45
schorschinho.github.io,112,14
github.com,19,10
mrshub.org,19,7
Bing,8,4
forum.mrshub.org,6,3
nitrc.org,5,2
gabamrs.com,4,4
chatgpt.com,4,3
DuckDuckGo,2,1
