referrer,views_total,views_unique
Google,213,65
schorschinho.github.io,90,25
forum.mrshub.org,73,15
github.com,23,7
mrshub.org,18,7
chatgpt.com,14,4
Bing,4,3
cn.bing.com,4,3
todo.scott5.org,4,2
statics.teams.cdn.office.net,3,2
