referrer,views_total,views_unique
Google,169,48
schorschinho.github.io,111,30
nitrc.org,32,8
github.com,30,5
mrshub.org,30,3
chatgpt.com,22,4
osprey-bids.readthedocs.io,19,2
forum.mrshub.org,11,6
Bing,9,7
gabamrs.com,4,3
