time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-09 00:00:00+00:00,2.0,2.0,104.0,19.0
2025-04-10 00:00:00+00:00,2.0,2.0,30.0,11.0
2025-04-11 00:00:00+00:00,2.0,2.0,55.0,19.0
2025-04-12 00:00:00+00:00,2.0,2.0,3.0,3.0
2025-04-13 00:00:00+00:00,1.0,1.0,6.0,3.0
2025-04-14 00:00:00+00:00,1.0,1.0,23.0,13.0
2025-04-15 00:00:00+00:00,3.0,3.0,83.0,19.0
2025-04-16 00:00:00+00:00,1.0,1.0,125.0,16.0
2025-04-17 00:00:00+00:00,,,112.0,19.0
2025-04-18 00:00:00+00:00,,,56.0,11.0
2025-04-19 00:00:00+00:00,2.0,2.0,,
2025-04-20 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-04-21 00:00:00+00:00,,,42.0,12.0
2025-04-22 00:00:00+00:00,1.0,1.0,71.0,18.0
