time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-03 00:00:00+00:00,1.0,1.0,40,16
2025-09-04 00:00:00+00:00,1.0,1.0,61,17
2025-09-05 00:00:00+00:00,,,54,12
2025-09-07 00:00:00+00:00,,,7,2
2025-09-08 00:00:00+00:00,,,50,8
2025-09-09 00:00:00+00:00,1.0,1.0,68,18
2025-09-10 00:00:00+00:00,3.0,3.0,83,25
2025-09-11 00:00:00+00:00,,,97,18
2025-09-12 00:00:00+00:00,,,22,13
2025-09-13 00:00:00+00:00,,,13,6
2025-09-14 00:00:00+00:00,,,28,8
2025-09-15 00:00:00+00:00,2.0,2.0,73,26
2025-09-16 00:00:00+00:00,5.0,4.0,58,20
