time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-09 00:00:00+00:00,8,8,23,6
2026-07-10 00:00:00+00:00,11,8,6,5
2026-07-11 00:00:00+00:00,8,7,7,3
2026-07-12 00:00:00+00:00,14,6,11,9
2026-07-13 00:00:00+00:00,17,11,21,14
2026-07-14 00:00:00+00:00,18,15,19,6
2026-07-15 00:00:00+00:00,2,2,29,9
2026-07-16 00:00:00+00:00,5,5,20,10
2026-07-17 00:00:00+00:00,10,7,11,3
2026-07-18 00:00:00+00:00,177,9,1,1
2026-07-19 00:00:00+00:00,10,7,4,4
2026-07-20 00:00:00+00:00,68,6,21,7
2026-07-21 00:00:00+00:00,1,1,28,10
2026-07-22 00:00:00+00:00,4,4,38,21
