referrer,views_total,views_unique
Google,241,52
github.com,70,8
schorschinho.github.io,68,20
forum.mrshub.org,28,12
Bing,13,3
mrshub.org,10,4
chatgpt.com,9,6
kennedykrieger.org,8,1
Yahoo,6,2
qwant.com,4,2
