url_path,views_total,views_unique
/schorschinho/osprey,186,109
/schorschinho/osprey/tree/develop,48,28
/schorschinho/osprey/releases/tag/v.2.9.0,36,20
/schorschinho/osprey/issues,23,8
/schorschinho/osprey/releases,19,12
/schorschinho/osprey/tree/develop/libraries,11,7
/schorschinho/osprey/tree/Osprey2.10,10,8
/schorschinho/osprey/tree/develop/fit/basissets,10,5
/schorschinho/osprey/discussions,9,9
/schorschinho/osprey/blob/develop/README.md,9,8
