time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-17 00:00:00+00:00,0,0,58,21
2025-12-18 00:00:00+00:00,3,3,35,14
2025-12-19 00:00:00+00:00,2,2,54,15
2025-12-20 00:00:00+00:00,10,4,33,9
2025-12-21 00:00:00+00:00,0,0,9,3
2025-12-22 00:00:00+00:00,2,2,66,13
2025-12-23 00:00:00+00:00,3,3,35,14
2025-12-24 00:00:00+00:00,1,1,17,10
2025-12-25 00:00:00+00:00,1,1,10,7
2025-12-26 00:00:00+00:00,1,1,20,16
2025-12-27 00:00:00+00:00,0,0,13,9
2025-12-28 00:00:00+00:00,1,1,19,11
2025-12-29 00:00:00+00:00,1,1,8,5
2025-12-30 00:00:00+00:00,0,0,25,7
