referrer,views_total,views_unique
Google,185,41
schorschinho.github.io,33,13
forum.mrshub.org,26,8
Bing,16,5
github.com,5,2
DuckDuckGo,5,1
medrxiv.org,4,1
chatgpt.com,3,2
Yahoo,3,1
nitrc.org,2,2
