referrer,views_total,views_unique
schorschinho.github.io,36,10
Google,29,17
forum.mrshub.org,25,2
github.com,17,8
mrshub.org,12,3
nitrc.org,4,2
yandex.ru,3,1
DuckDuckGo,2,1
perplexity.ai,2,1
gabamrs.com,1,1
