referrer,views_total,views_unique
Google,103,37
github.com,38,11
schorschinho.github.io,22,11
Bing,12,4
forum.mrshub.org,12,4
nitrc.org,9,4
DuckDuckGo,6,4
chatgpt.com,6,4
gabamrs.com,3,3
mrshub.org,3,3
