referrer,views_total,views_unique
Google,102,24
schorschinho.github.io,50,16
forum.mrshub.org,34,8
github.com,11,5
chatgpt.com,7,2
Bing,5,4
search.brave.com,4,2
mrshub.netlify.app,3,2
gabamrs.com,2,2
nitrc.org,2,2
