referrer,views_total,views_unique
Google,192,62
schorschinho.github.io,77,38
github.com,42,16
chatgpt.com,30,5
forum.mrshub.org,21,10
mrshub.org,19,4
Bing,12,6
gabamrs.com,7,6
nitrc.org,5,3
cac-word-edit.officeapps.live.com,4,1
