referrer,views_total,views_unique
Google,142,43
forum.mrshub.org,63,14
schorschinho.github.io,52,16
Bing,40,3
github.com,36,8
chatgpt.com,14,5
mrshub.org,7,4
gabamrs.com,5,5
copilot.microsoft.com,4,1
search.brave.com,2,2
