referrer,views_total,views_unique
Google,192,44
schorschinho.github.io,37,14
Bing,17,6
chatgpt.com,7,3
github.com,7,3
forum.mrshub.org,5,4
DuckDuckGo,5,1
medrxiv.org,4,1
Yahoo,3,1
nitrc.org,2,2
