referrer,views_total,views_unique
Google,179,54
schorschinho.github.io,70,24
github.com,48,10
forum.mrshub.org,17,10
chatgpt.com,12,5
onlinelibrary.wiley.com,10,1
Bing,9,1
gabamrs.com,8,2
mrshub.org,7,4
kennedykrieger.org,3,2
