referrer,views_total,views_unique
Google,69,25
github.com,43,7
schorschinho.github.io,28,13
forum.mrshub.org,22,9
Bing,18,3
search.brave.com,10,3
yandex.ru,7,2
chatgpt.com,6,3
mrshub.org,6,3
statics.teams.cdn.office.net,3,2
