referrer,views_total,views_unique
schorschinho.github.io,64,18
Google,52,34
github.com,28,6
Bing,21,7
forum.mrshub.org,16,7
chatgpt.com,5,4
mrshub.org,5,1
nitrc.org,4,2
DuckDuckGo,3,1
helpdesk.neurorx.com,2,2
