referrer,views_total,views_unique
Google,57,34
schorschinho.github.io,34,14
github.com,18,5
forum.mrshub.org,8,3
Bing,7,6
nitrc.org,6,5
helpdesk.neurorx.com,6,2
gabamrs.com,4,3
DuckDuckGo,3,1
chatgpt.com,2,2
