time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,2.0,2.0,83,10
2025-11-25 00:00:00+00:00,19.0,16.0,139,23
2025-11-26 00:00:00+00:00,5.0,4.0,107,26
2025-11-27 00:00:00+00:00,1.0,1.0,40,9
2025-11-28 00:00:00+00:00,1.0,1.0,38,12
2025-11-29 00:00:00+00:00,1.0,1.0,9,7
2025-11-30 00:00:00+00:00,1.0,1.0,24,5
2025-12-01 00:00:00+00:00,4.0,4.0,63,17
2025-12-02 00:00:00+00:00,28.0,21.0,82,22
2025-12-03 00:00:00+00:00,19.0,9.0,52,22
2025-12-04 00:00:00+00:00,7.0,5.0,90,18
2025-12-05 00:00:00+00:00,8.0,8.0,30,12
2025-12-06 00:00:00+00:00,,,7,6
2025-12-07 00:00:00+00:00,1.0,1.0,39,5
