url_path,views_total,views_unique
/schorschinho/osprey,308,152
/schorschinho/osprey/tree/develop,36,20
/schorschinho/osprey/issues,25,9
/schorschinho/osprey/pulls,24,4
/schorschinho/osprey/tree/develop/exampledata,21,13
/schorschinho/osprey/pull/844,20,3
/schorschinho/osprey/releases/tag/v.2.9.0,17,13
/schorschinho/osprey/tree/develop/libraries,16,12
/schorschinho/osprey/releases,15,13
/schorschinho/osprey/tree/develop/exampledata/twix,14,6
