referrer,views_total,views_unique
Google,210,62
forum.mrshub.org,92,14
schorschinho.github.io,77,25
github.com,24,8
mrshub.org,19,8
chatgpt.com,14,4
Bing,4,3
todo.scott5.org,4,2
statics.teams.cdn.office.net,3,2
DuckDuckGo,3,1
