referrer,views_total,views_unique
Google,127,49
schorschinho.github.io,57,18
forum.mrshub.org,35,9
github.com,22,9
ecosia.org,8,1
mrshub.org,5,5
gabamrs.com,4,4
nitrc.org,3,2
biorxiv.org,3,1
Bing,2,2
