referrer,views_total,views_unique
Google,175,39
schorschinho.github.io,31,12
forum.mrshub.org,28,9
Bing,16,5
github.com,5,2
DuckDuckGo,5,1
medrxiv.org,4,1
mrshub.netlify.app,3,2
Yahoo,3,1
chatgpt.com,2,2
