url_path,views_total,views_unique
/schorschinho/osprey,133,87
/schorschinho/osprey/releases,17,13
/schorschinho/osprey/pulls,14,5
/schorschinho/osprey/releases/tag/v.2.9.0,13,8
/schorschinho/osprey/tree/develop/exampledata,13,6
/schorschinho/osprey/tree/develop/fit/basissets,8,8
/schorschinho/osprey/issues,8,6
/schorschinho/osprey/tree/develop/fit,7,7
/schorschinho/osprey/tree/develop,6,6
/schorschinho/osprey/discussions,6,5
