referrer,views_total,views_unique
schorschinho.github.io,128,11
Google,91,30
forum.mrshub.org,15,5
github.com,10,3
confluence.utdallas.edu,8,1
osprey-bids.readthedocs.io,7,1
chatgpt.com,5,3
Bing,4,4
gabamrs.com,4,3
word-view.officeapps.live.com,4,3
