referrer,views_total,views_unique
Google,41,19
schorschinho.github.io,29,12
forum.mrshub.org,26,3
github.com,16,7
mrshub.org,8,2
Yahoo,4,1
nitrc.org,3,1
DuckDuckGo,2,1
chatgpt.com,1,1
