time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-17 00:00:00+00:00,10,7,11,3
2026-07-18 00:00:00+00:00,177,9,1,1
2026-07-19 00:00:00+00:00,10,7,4,4
2026-07-20 00:00:00+00:00,68,6,21,7
2026-07-21 00:00:00+00:00,1,1,28,10
2026-07-22 00:00:00+00:00,4,4,38,21
2026-07-23 00:00:00+00:00,12,7,17,10
2026-07-24 00:00:00+00:00,0,0,28,18
2026-07-25 00:00:00+00:00,2,2,2,2
2026-07-26 00:00:00+00:00,3,3,5,4
2026-07-27 00:00:00+00:00,6,4,33,12
2026-07-28 00:00:00+00:00,1,1,54,12
2026-07-29 00:00:00+00:00,8,1,43,17
2026-07-30 00:00:00+00:00,9,3,14,9
