referrer,views_total,views_unique
Google,99,46
schorschinho.github.io,31,13
Bing,17,6
github.com,16,10
mrshub.org,14,6
nitrc.org,6,2
DuckDuckGo,5,3
forum.mrshub.org,5,2
chatgpt.com,4,3
gabamrs.com,3,3
