referrer,views_total,views_unique
Google,183,56
schorschinho.github.io,66,24
github.com,55,10
chatgpt.com,21,6
forum.mrshub.org,18,10
Bing,10,2
onlinelibrary.wiley.com,10,1
mrshub.org,8,5
gabamrs.com,8,2
nitrc.org,6,1
