referrer,views_total,views_unique
Google,98,27
schorschinho.github.io,52,16
forum.mrshub.org,34,7
Bing,11,7
chatgpt.com,7,3
github.com,7,3
nitrc.org,5,5
DuckDuckGo,1,1
gabamrs.com,1,1
mrshub.netlify.app,1,1
