url_path,views_total,views_unique
/schorschinho/osprey,163,94
/schorschinho/osprey/tree/develop,29,15
/schorschinho/osprey/releases,23,11
/schorschinho/osprey/releases/tag/v.2.9.0,21,10
/schorschinho/osprey/tree/develop/libraries,13,7
/schorschinho/osprey/issues,12,6
/schorschinho/osprey/discussions,10,7
/schorschinho/osprey/tree/develop/GUI,10,6
/schorschinho/osprey/tree/develop/fit/basissets,10,5
/schorschinho/osprey/tree/develop/exampledata,9,7
