time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-10 00:00:00+00:00,2,2,69,26
2025-12-11 00:00:00+00:00,4,1,101,21
2025-12-12 00:00:00+00:00,2,2,138,15
2025-12-13 00:00:00+00:00,1,1,13,5
2025-12-14 00:00:00+00:00,1,1,18,3
2025-12-15 00:00:00+00:00,1,1,60,13
2025-12-16 00:00:00+00:00,3,3,134,13
2025-12-17 00:00:00+00:00,0,0,58,21
2025-12-18 00:00:00+00:00,3,3,35,14
2025-12-19 00:00:00+00:00,2,2,54,15
2025-12-20 00:00:00+00:00,10,4,33,9
2025-12-21 00:00:00+00:00,0,0,9,3
2025-12-22 00:00:00+00:00,2,2,66,13
2025-12-23 00:00:00+00:00,3,3,35,14
