referrer,views_total,views_unique
Google,173,38
schorschinho.github.io,38,13
forum.mrshub.org,30,6
Bing,10,6
chatgpt.com,7,3
github.com,7,3
DuckDuckGo,6,2
Yahoo,3,1
nitrc.org,2,2
gabamrs.com,1,1
