referrer,views_total,views_unique
Google,146,46
schorschinho.github.io,70,21
github.com,35,14
mrshub.org,19,4
nitrc.org,11,6
forum.mrshub.org,10,6
Bing,6,5
gabamrs.com,6,4
youtube.com,6,1
chatgpt.com,5,3
