time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-09 00:00:00+00:00,0,0,34,11
2026-01-10 00:00:00+00:00,0,0,4,4
2026-01-11 00:00:00+00:00,0,0,1,1
2026-01-12 00:00:00+00:00,2,2,33,12
2026-01-13 00:00:00+00:00,0,0,45,11
2026-01-14 00:00:00+00:00,1,1,38,13
2026-01-15 00:00:00+00:00,2,2,59,13
2026-01-16 00:00:00+00:00,0,0,17,9
2026-01-17 00:00:00+00:00,0,0,3,3
2026-01-18 00:00:00+00:00,1,1,24,5
2026-01-19 00:00:00+00:00,1,1,20,10
2026-01-20 00:00:00+00:00,1,1,26,16
2026-01-21 00:00:00+00:00,11,8,44,14
2026-01-22 00:00:00+00:00,8,7,106,26
