referrer,views_total,views_unique
schorschinho.github.io,133,10
Google,105,36
forum.mrshub.org,18,5
github.com,15,7
osprey-bids.readthedocs.io,7,1
mrshub.org,6,2
chatgpt.com,4,4
Bing,3,3
gabamrs.com,3,3
Baidu,2,1
