time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,8.0,8.0,30,12
2025-12-06 00:00:00+00:00,,,7,6
2025-12-07 00:00:00+00:00,1.0,1.0,40,6
2025-12-08 00:00:00+00:00,3.0,3.0,92,27
2025-12-09 00:00:00+00:00,10.0,7.0,84,26
2025-12-10 00:00:00+00:00,2.0,2.0,69,26
2025-12-11 00:00:00+00:00,4.0,1.0,101,21
2025-12-12 00:00:00+00:00,2.0,2.0,138,15
2025-12-13 00:00:00+00:00,1.0,1.0,13,5
2025-12-14 00:00:00+00:00,1.0,1.0,18,3
2025-12-15 00:00:00+00:00,1.0,1.0,60,13
2025-12-16 00:00:00+00:00,3.0,3.0,134,13
2025-12-17 00:00:00+00:00,,,58,21
2025-12-18 00:00:00+00:00,3.0,3.0,34,13
