referrer,views_total,views_unique
Google,216,59
schorschinho.github.io,94,47
github.com,45,16
forum.mrshub.org,23,11
mrshub.org,20,5
chatgpt.com,19,4
Bing,15,8
gabamrs.com,8,7
DuckDuckGo,6,4
nitrc.org,5,3
