referrer,views_total,views_unique
Google,119,36
github.com,74,18
schorschinho.github.io,71,24
Bing,28,12
forum.mrshub.org,22,10
nitrc.org,19,7
chatgpt.com,14,7
mrshub.org,9,5
word-view.officeapps.live.com,6,1
webmail.unicaen.fr,3,2
