referrer,views_total,views_unique
Google,111,44
schorschinho.github.io,95,25
github.com,45,11
Bing,36,13
nitrc.org,14,7
forum.mrshub.org,11,6
mrshub.org,8,4
chatgpt.com,5,4
bio.tools,1,1
com.slack,1,1
