referrer,views_total,views_unique
Google,121,46
schorschinho.github.io,43,12
github.com,19,10
mrshub.org,19,7
Bing,8,4
nitrc.org,7,3
forum.mrshub.org,6,3
gabamrs.com,4,4
chatgpt.com,4,3
DuckDuckGo,2,1
