time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-17 00:00:00+00:00,11,10,59,25
2025-09-18 00:00:00+00:00,13,8,26,13
2025-09-19 00:00:00+00:00,11,9,49,16
2025-09-20 00:00:00+00:00,8,8,1,1
2025-09-21 00:00:00+00:00,4,3,24,8
2025-09-22 00:00:00+00:00,18,17,31,15
2025-09-23 00:00:00+00:00,18,16,53,16
2025-09-24 00:00:00+00:00,17,14,45,13
2025-09-25 00:00:00+00:00,17,14,105,21
2025-09-26 00:00:00+00:00,14,10,77,18
2025-09-27 00:00:00+00:00,9,6,21,10
2025-09-28 00:00:00+00:00,13,9,2,2
2025-09-29 00:00:00+00:00,11,9,84,22
2025-09-30 00:00:00+00:00,18,12,42,14
