referrer,views_total,views_unique
Google,204,54
forum.mrshub.org,76,22
schorschinho.github.io,57,21
github.com,39,11
Bing,19,5
mrshub.org,18,4
mrshub.netlify.app,8,2
chatgpt.com,6,3
nitrc.org,4,1
ecosia.org,2,1
