time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-11 00:00:00+00:00,170,154,51,17
2026-08-12 00:00:00+00:00,1,1,62,16
2026-08-13 00:00:00+00:00,386,273,16,13
2026-08-14 00:00:00+00:00,10,10,31,9
2026-08-15 00:00:00+00:00,0,0,7,6
2026-08-16 00:00:00+00:00,1,1,10,6
2026-08-17 00:00:00+00:00,4,4,49,12
2026-08-18 00:00:00+00:00,1,1,20,10
2026-08-19 00:00:00+00:00,2,2,6,6
2026-08-20 00:00:00+00:00,33,3,58,15
2026-08-21 00:00:00+00:00,37,6,58,21
2026-08-22 00:00:00+00:00,3,3,7,4
2026-08-23 00:00:00+00:00,4,4,5,3
2026-08-24 00:00:00+00:00,9,6,17,8
