referrer,views_total,views_unique
Google,254,63
schorschinho.github.io,92,47
github.com,60,18
forum.mrshub.org,26,13
mrshub.org,20,5
chatgpt.com,18,4
Bing,16,9
gabamrs.com,10,7
DuckDuckGo,8,5
nitrc.org,5,3
