url_path,views_total,views_unique
/schorschinho/osprey,180,99
/schorschinho/osprey/releases,29,18
/schorschinho/osprey/releases/tag/v.2.9.0,21,9
/schorschinho/osprey/tree/develop,16,10
/schorschinho/osprey/issues,12,11
/schorschinho/osprey/tree/develop/exampledata,10,6
/schorschinho/osprey/tree/develop/libraries,9,6
/schorschinho/osprey/tree/develop/load,8,5
/schorschinho/osprey/tree/develop/fit,7,4
/schorschinho/osprey/discussions,6,4
