referrer,views_total,views_unique
Google,32,16
schorschinho.github.io,27,12
forum.mrshub.org,26,3
github.com,14,6
mrshub.org,9,3
Yahoo,4,1
Bing,3,2
nitrc.org,3,1
DuckDuckGo,2,1
chatgpt.com,1,1
