referrer,views_total,views_unique
Google,161,45
schorschinho.github.io,96,33
nitrc.org,32,8
mrshub.org,31,4
github.com,26,5
chatgpt.com,22,4
osprey-bids.readthedocs.io,19,2
Bing,11,7
forum.mrshub.org,11,6
gabamrs.com,5,3
