time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-31 00:00:00+00:00,91,3,14,6
2026-08-01 00:00:00+00:00,1,1,20,4
2026-08-02 00:00:00+00:00,1,1,33,2
2026-08-03 00:00:00+00:00,0,0,35,18
2026-08-04 00:00:00+00:00,5,2,27,17
2026-08-05 00:00:00+00:00,2,2,17,13
2026-08-06 00:00:00+00:00,0,0,13,6
2026-08-07 00:00:00+00:00,3,2,13,5
2026-08-08 00:00:00+00:00,4,4,73,3
2026-08-09 00:00:00+00:00,2,2,23,7
2026-08-10 00:00:00+00:00,3,3,56,13
2026-08-11 00:00:00+00:00,170,154,51,17
2026-08-12 00:00:00+00:00,1,1,62,16
2026-08-13 00:00:00+00:00,386,273,16,13
