referrer,views_total,views_unique
Google,190,52
schorschinho.github.io,79,22
github.com,61,8
forum.mrshub.org,38,13
Bing,24,6
DuckDuckGo,11,1
cn.bing.com,9,3
statics.teams.cdn.office.net,5,2
qwant.com,4,2
gabamrs.com,3,3
