referrer,views_total,views_unique
Google,36,19
schorschinho.github.io,29,14
forum.mrshub.org,17,2
github.com,14,6
mrshub.org,9,3
Bing,4,3
chatgpt.com,4,2
Yahoo,4,1
word-view.officeapps.live.com,2,2
DuckDuckGo,2,1
