referrer,views_total,views_unique
Google,108,44
schorschinho.github.io,21,10
Bing,17,5
github.com,15,9
mrshub.org,14,6
nitrc.org,8,3
DuckDuckGo,5,3
forum.mrshub.org,5,2
gabamrs.com,2,2
search.brave.com,2,2
