referrer,views_total,views_unique
Google,152,42
schorschinho.github.io,104,17
github.com,83,10
gabamrs.com,19,3
chatgpt.com,14,3
Bing,14,3
DuckDuckGo,13,1
mrshub.org,9,3
forum.mrshub.org,6,4
nitrc.org,6,2
