referrer,views_total,views_unique
schorschinho.github.io,115,10
Google,73,29
forum.mrshub.org,15,5
github.com,9,3
confluence.utdallas.edu,8,1
osprey-bids.readthedocs.io,7,1
Bing,5,5
chatgpt.com,5,3
gabamrs.com,4,3
word-view.officeapps.live.com,4,3
