referrer,views_total,views_unique
Google,118,48
schorschinho.github.io,90,27
github.com,50,16
forum.mrshub.org,26,12
cn.bing.com,23,4
gabamrs.com,21,7
mrshub.org,18,5
chatgpt.com,18,3
nitrc.org,13,4
ecosia.org,8,1
